id,label,subject,score,prediction
zs_bulk_account_suspension_1,phishing,Urgent: Your Wells Fargo Account Suspended - Verify Now!,0.992891895172627,phishing
zs_bulk_account_suspension_5,phishing,Urgent: Account Activity Alert - Your Wells Fargo Account Has Been Suspended,0.9946576692277207,phishing
zs_bulk_account_suspension_8,phishing,Urgent: Your Wells Fargo Account Temporarily Suspended,0.9904241504334712,phishing
zs_bulk_password_reset_6,phishing,"Your Email Password Expiration Notice - Take Action by March 18, 2025!",0.9958554852974397,phishing
zs_bulk_password_reset_7,phishing,"Your Email Password Expiration Notification - Action Required by March 18th, 2025",0.9917769919461012,phishing
zs_bulk_prize_1,phishing,You've Won a $500 Amazon Gift Card!,0.8734267671399388,phishing
zs_bulk_prize_2,phishing,You've Won a $500 Amazon Gift Card!,0.9638422627155165,phishing
zs_bulk_prize_3,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9612861262812169,phishing
zs_bulk_prize_4,phishing,You've Won a $500 Amazon Gift Card!,0.9376831870287552,phishing
zs_bulk_prize_5,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9685830302772613,phishing
zs_bulk_prize_6,phishing,Congratulations! You Have Won a $500 Amazon Gift Card!,0.9520009072569868,phishing
zs_bulk_prize_8,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9444338376443654,phishing
zs_bulk_it_department_1,phishing,Your Email Storage is Reaching Critical Levels - Upgrade Now!,0.9611518556884717,phishing
zs_bulk_it_department_2,phishing,Mailbox Alert: Storage Capacity at 97%,0.9601864707311973,phishing
zs_bulk_it_department_4,phishing,Mailbox Storage Alert: Upgrade Required - 97% Capacity Reached!,0.9695173380630892,phishing
zs_bulk_it_department_6,phishing,Urgent: Your Mailbox Storage Capacity Alert,0.9761665151819319,phishing
zs_bulk_it_department_8,phishing,Mailbox Alert: Storage Upgrade Required for meridiancorp.com Account,0.9200963705647208,phishing
zs_bulk_it_department_9,phishing,Mailbox Storage Alert - Urgent Action Required,0.8784262128225118,phishing
zs_bulk_invoice_1,phishing,Your McAfee Total Protection Subscription Renewal - INV-2025-88432,0.95002652064006,phishing
zs_bulk_invoice_2,phishing,Your McAfee Total Protection Subscription Renewal Payment Confirmation,0.9849082481835844,phishing
zs_bulk_invoice_5,phishing,Your McAfee Total Protection Subscription Renewal Payment Confirmation,0.9863438379591879,phishing
zs_bulk_invoice_6,phishing,Important: McAfee Total Protection Subscription Renewal Confirmation - INV-2025-88432,0.9775874314235685,phishing
zs_bulk_invoice_7,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,0.963441641377919,phishing
zs_bulk_invoice_9,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,0.9565428749726206,phishing
zs_bulk_delivery_2,phishing,Urgent: Additional Shipping Fee for Package DHL-8847291056,0.9789068735958121,phishing
zs_bulk_delivery_3,phishing,Urgent: Package Delivery Update - Tracking Number DHL-8847291056,0.9704671710496188,phishing
zs_bulk_delivery_5,phishing,Urgent: Additional Shipping Fee Required for DHL Package,0.9224079718174447,phishing
zs_bulk_delivery_7,phishing,Urgent: Additional Shipping Fee for Package DHL-8847291056,0.9699606308999235,phishing
zs_bulk_delivery_9,phishing,Urgent: Additional Shipping Fee Required for Package DHL-8847291056,0.9412149649369104,phishing
zs_bulk_security_alert_2,phishing,Alert: Unauthorized Access to Your Microsoft Account,0.978095620509899,phishing
zs_bulk_security_alert_3,phishing,Unauthorized access detected on your Microsoft account,0.9871048486790706,phishing
zs_bulk_security_alert_5,phishing,Unusual Activity on Your Microsoft Account,0.9734315406212631,phishing
zs_bulk_security_alert_6,phishing,Urgent: Possible Unauthorized Access to Your Microsoft Account,0.9812194275538713,phishing
zs_bulk_security_alert_7,phishing,Alert: Unauthorized Login Attempt from Microsoft Account,0.9740197707485242,phishing
zs_bulk_security_alert_9,phishing,Unauthorized Access Detected: Microsoft Account Notification,0.9866351919595624,phishing
zs_bulk_document_share_0,phishing,Karen Mitchell shared Q1 2025 Budget Review.xlsx with you on OneDrive,0.9866679535719256,phishing
zs_bulk_document_share_1,phishing,Karen Mitchell shared a file with you on OneDrive,0.9301554134385855,phishing
zs_bulk_document_share_5,phishing,Karen Mitchell shared a file with you - Q1 2025 Budget Review.xlsx,0.9588525192709557,phishing
zs_bulk_document_share_6,phishing,Karen Mitchell shared a file with you on OneDrive,0.9229246447224512,phishing
zs_bulk_document_share_9,phishing,Karen Mitchell shared a file with you on OneDrive,0.9744219986104529,phishing
zs_spear_ceo_wire_0,phishing,Quick Favor Needed - Wire Transfer Urgent!,0.4720880582252221,legitimate
zs_spear_ceo_wire_1,phishing,Quick Favor Needed Sarah - Urgent,0.5112051522548683,phishing
zs_spear_ceo_wire_7,phishing,"Quick Favor Needed, Sarah!",0.34808022839169656,legitimate
zs_spear_ceo_wire_8,phishing,Quick Favor on Urgent Matter - Need Your Help Today,0.6090937168916591,phishing
zs_spear_hr_benefits_1,phishing,Don't Miss Out: Update Your Benefits Enrollment by Oct 5!,0.8460374963814534,phishing
zs_spear_hr_benefits_2,phishing,Important: Update Your Direct Deposit Information for Upcoming Benefit Enrollment,0.8653240303103081,phishing
zs_spear_hr_benefits_4,phishing,Update Your Direct Deposit Information for Upcoming Benefits Enrollment,0.7631414901074423,phishing
zs_spear_hr_benefits_5,phishing,Important: Company Benefits Enrollment Period Now Open,0.8868267542093262,phishing
zs_spear_hr_benefits_6,phishing,Important: Company Benefits Enrollment - Don't Miss the Deadline!,0.9500850631128482,phishing
zs_spear_hr_benefits_8,phishing,Important: Company Benefits Enrollment Period - Don't Miss the Deadline!,0.7242523900049519,phishing
zs_spear_vendor_1,phishing,Important Update on Payment Information for PO-2024-8891,0.9490973274293287,phishing
zs_spear_vendor_2,phishing,Important Update: New Bank Information for Payment Records,0.9787395719055526,phishing
zs_spear_vendor_4,phishing,Important Update on Purchase Order PO-2024-8891,0.9630593358976631,phishing
zs_spear_vendor_5,phishing,Important Update on Wire Transfer Information for PO-2024-8891,0.9637585558517356,phishing
zs_spear_vendor_7,phishing,Update on Payment Instructions for PO-2024-8891,0.9774975896443584,phishing
zs_spear_vendor_9,phishing,Urgent: Update Payment Records for PO-2024-8891,0.9714172032517311,phishing
zs_spear_linkedin_3,phishing,Senior Cloud Architect Opportunity at Stripe,0.7126856388075012,phishing
zs_spear_linkedin_4,phishing,Exciting Senior Cloud Architect Opportunity at Stripe,0.8653330595616151,phishing
zs_spear_linkedin_6,phishing,Exciting Senior Cloud Architect Opportunity at Stripe!,0.7645035210086849,phishing
zs_spear_linkedin_9,phishing,Exciting Senior Cloud Architect Opportunity at Stripe!,0.7302853983051087,phishing
zs_spear_colleague_1,phishing,Q3 Earnings Report Update for Tomorrow's Board Meeting,0.48069953085604666,legitimate
zs_spear_colleague_3,phishing,Updated Q3 Earnings Report for Tomorrow's Board Meeting,0.5855527005340236,phishing
zs_spear_colleague_4,phishing,Q3 Earnings Report Update - Your Input Needed!,0.4680915199969046,legitimate
zs_spear_colleague_7,phishing,Q3 Earnings Report Update - Your Feedback Needed by Tomorrow!,0.5770977851270702,phishing
zs_spear_colleague_8,phishing,Q3 Earnings Report Update for Tomorrow's Board Meeting,0.49472727369866404,legitimate
fs_bulk_account_suspension_1,phishing,Important: Your Chase Account Restricted Due to Failed Verification,0.9792577896787595,phishing
fs_bulk_account_suspension_2,phishing,Your Chase Account is Restricted for Verification Purposes,0.9834829884731698,phishing
fs_bulk_account_suspension_3,phishing,Your Chase Account is Temporarily Restricted,0.990351853503274,phishing
fs_bulk_account_suspension_6,phishing,Your Chase Account is Temporarily Restricted - Verification Required,0.989173528853873,phishing
fs_bulk_account_suspension_8,phishing,Important Update on Your Chase Account,0.993180450436812,phishing
fs_bulk_password_reset_1,phishing,Password Expiry Notice for emily.chen@company.com,0.9659222026522446,phishing
fs_bulk_password_reset_5,phishing,Password Expiry Notice for Emily Chen,0.9776445130721232,phishing
fs_bulk_password_reset_7,phishing,Password Expiry Notice for emily.chen@company.com,0.9751198250312055,phishing
fs_bulk_prize_0,phishing,You've Won a $750 Best Buy Gift Card!,0.9510496706912511,phishing
fs_bulk_prize_3,phishing,Congratulations! You've Won a $750 Best Buy Gift Card!,0.9572084157394972,phishing
fs_bulk_prize_4,phishing,You've Won a $750 Best Buy Gift Card!,0.9367367049471576,phishing
fs_bulk_prize_6,phishing,Congratulations! You've Won a $750 Best Buy Gift Card!,0.9820367371544425,phishing
fs_bulk_prize_7,phishing,Congratulations! You're a Best Buy Winner!,0.9614529204218322,phishing
fs_bulk_prize_9,phishing,Congratulations! You Won a $750 Best Buy Gift Card!,0.930142756075735,phishing
fs_bulk_it_department_0,phishing,Important: Your Pinnacle Mailbox Storage Alert,0.9556943700235192,phishing
fs_bulk_it_department_2,phishing,Your Pinnacle Mailbox Storage Warning,0.9492889090432753,phishing
fs_bulk_it_department_5,phishing,Your Pinnacle Mailbox Exceeded 95% Storage Limit,0.906666739116179,phishing
fs_bulk_it_department_9,phishing,Storage Alert: High Usage on Your Pinnacle Mailbox,0.9439344423227519,phishing
fs_bulk_invoice_0,phishing,Norton LifeLock Subscription Renewal Invoice - NL-2025-76281,0.9792956452302406,phishing
fs_bulk_invoice_1,phishing,Norton LifeLock Subscription Renewal Invoice - NL-2025-76281,0.9523345448404781,phishing
fs_bulk_invoice_4,phishing,Norton LifeLock Subscription Renewal Reminder - Invoice NL-2025-76281,0.9577791182777537,phishing
