id,label,subject,score,prediction
zs_bulk_account_suspension_0,phishing,Urgent: Account Suspension Notification,0.999639630317688,phishing
zs_bulk_account_suspension_1,phishing,Urgent: Your Wells Fargo Account Suspended - Verify Now!,0.9997678399085999,phishing
zs_bulk_account_suspension_2,phishing,Urgent: Wells Fargo Account Suspended Due to Security Concerns,0.999768078327179,phishing
zs_bulk_account_suspension_3,phishing,Urgent: Account Activity Notification from Wells Fargo,0.9998093247413635,phishing
zs_bulk_account_suspension_4,phishing,Urgent: Account Suspended - Verify Your Identity Now!,0.9987092018127441,phishing
zs_bulk_account_suspension_5,phishing,Urgent: Account Activity Alert - Your Wells Fargo Account Has Been Suspended,0.99952232837677,phishing
zs_bulk_account_suspension_6,phishing,Urgent: Account Activity Alert - Wells Fargo Secure Verify Required,0.9997496008872986,phishing
zs_bulk_account_suspension_7,phishing,Urgent: Account Activity Alert - Wells Fargo Secure Access Notice,0.9995718598365784,phishing
zs_bulk_account_suspension_8,phishing,Urgent: Your Wells Fargo Account Temporarily Suspended,0.9992044568061829,phishing
zs_bulk_account_suspension_9,phishing,Urgent: Your Wells Fargo Account Temporarily Suspended - Verify Now!,0.9991790652275085,phishing
zs_bulk_password_reset_0,phishing,"Your Email Password Expiration Notice - act by March 18, 2025!",0.9998987913131714,phishing
zs_bulk_password_reset_1,phishing,"Urgent: Your Outlook.com Password Expiration Alert (March 18, 2025)",0.9985396862030029,phishing
zs_bulk_password_reset_2,phishing,"Your Email Password Expiration Notice - Action Required by March 18, 2025!",0.9993115663528442,phishing
zs_bulk_password_reset_3,phishing,"Your Email Password Expiration Reminder - Take Action by March 18, 2025!",0.9993762373924255,phishing
zs_bulk_password_reset_4,phishing,"Important: Your Email Password Expiration Reminder - March 18, 2025",0.9997081160545349,phishing
zs_bulk_password_reset_5,phishing,Important: Password Expiration Notice for your hotmail.com Account,0.999525785446167,phishing
zs_bulk_password_reset_6,phishing,"Your Email Password Expiration Notice - Take Action by March 18, 2025!",0.9996768236160278,phishing
zs_bulk_password_reset_7,phishing,"Your Email Password Expiration Notification - Action Required by March 18th, 2025",0.9994021654129028,phishing
zs_bulk_password_reset_8,phishing,Important: Your Password Expiration Notice - 03/18/2025,0.9975304007530212,phishing
zs_bulk_password_reset_9,phishing,Your email password expiration notice - act now!,0.9997772574424744,phishing
zs_bulk_prize_0,phishing,You Have Won a $500 Amazon Gift Card!,0.9890562295913696,phishing
zs_bulk_prize_1,phishing,You've Won a $500 Amazon Gift Card!,0.9882165789604187,phishing
zs_bulk_prize_2,phishing,You've Won a $500 Amazon Gift Card!,0.9893434047698975,phishing
zs_bulk_prize_3,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9696614146232605,phishing
zs_bulk_prize_4,phishing,You've Won a $500 Amazon Gift Card!,0.942202627658844,phishing
zs_bulk_prize_5,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9910677075386047,phishing
zs_bulk_prize_6,phishing,Congratulations! You Have Won a $500 Amazon Gift Card!,0.956345796585083,phishing
zs_bulk_prize_7,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9774882793426514,phishing
zs_bulk_prize_8,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9223874807357788,phishing
zs_bulk_prize_9,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9119760394096375,phishing
zs_bulk_it_department_0,phishing,Your Mailbox Alert: Storage Upgrade Required,0.9900876879692078,phishing
zs_bulk_it_department_1,phishing,Your Email Storage is Reaching Critical Levels - Upgrade Now!,0.989709198474884,phishing
zs_bulk_it_department_2,phishing,Mailbox Alert: Storage Capacity at 97%,0.9888744354248047,phishing
zs_bulk_it_department_3,phishing,Mailbox Storage Alert - Upgrade Required for Continued Service,0.9972557425498962,phishing
zs_bulk_it_department_4,phishing,Mailbox Storage Alert: Upgrade Required - 97% Capacity Reached!,0.9970800280570984,phishing
zs_bulk_it_department_5,phishing,Mailbox Storage Alert - Upgrade Required,0.9977704286575317,phishing
zs_bulk_it_department_6,phishing,Urgent: Your Mailbox Storage Capacity Alert,0.9917433857917786,phishing
zs_bulk_it_department_7,phishing,Mailbox Storage Alert - Upgrade Required,0.983920156955719,phishing
zs_bulk_it_department_8,phishing,Mailbox Alert: Storage Upgrade Required for meridiancorp.com Account,0.9865147471427917,phishing
zs_bulk_it_department_9,phishing,Mailbox Storage Alert - Urgent Action Required,0.7905983328819275,phishing
zs_bulk_invoice_0,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,0.9982530474662781,phishing
zs_bulk_invoice_1,phishing,Your McAfee Total Protection Subscription Renewal - INV-2025-88432,0.9982342720031738,phishing
zs_bulk_invoice_2,phishing,Your McAfee Total Protection Subscription Renewal Payment Confirmation,0.9990235567092896,phishing
zs_bulk_invoice_3,phishing,McAfee Total Protection - Invoice INV-2025-88432: Payment Confirmation Required!,0.9999555349349976,phishing
zs_bulk_invoice_4,phishing,Your McAfee Total Protection Subscription Renewal - Payment Confirmation Required,0.9998968839645386,phishing
zs_bulk_invoice_5,phishing,Your McAfee Total Protection Subscription Renewal Payment Confirmation,0.9996840953826904,phishing
zs_bulk_invoice_6,phishing,Important: McAfee Total Protection Subscription Renewal Confirmation - INV-2025-88432,0.9997883439064026,phishing
zs_bulk_invoice_7,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,0.9999502897262573,phishing
zs_bulk_invoice_8,phishing,Payment Confirmation for McAfee Total Protection Subscription Renewal,0.9997536540031433,phishing
zs_bulk_invoice_9,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,0.9997473359107971,phishing
zs_bulk_delivery_0,phishing,Urgent - Additional Shipping Fee Required for Package DHL-8847291056,0.9990689158439636,phishing
zs_bulk_delivery_1,phishing,Urgent - Additional Shipping Fee for Package DHL-8847291056,0.9982031583786011,phishing
zs_bulk_delivery_2,phishing,Urgent: Additional Shipping Fee for Package DHL-8847291056,0.9998332262039185,phishing
zs_bulk_delivery_3,phishing,Urgent: Package Delivery Update - Tracking Number DHL-8847291056,0.9896999597549438,phishing
zs_bulk_delivery_4,phishing,Urgent: Additional Shipping Fee Required for Package DHL-8847291056,0.9727421402931213,phishing
zs_bulk_delivery_5,phishing,Urgent: Additional Shipping Fee Required for DHL Package,0.9845018982887268,phishing
zs_bulk_delivery_6,phishing,Urgent: Package Delayed - DHL-8847291056 Shipping Fee Required,0.9991773962974548,phishing
zs_bulk_delivery_7,phishing,Urgent: Additional Shipping Fee for Package DHL-8847291056,0.9981914162635803,phishing
zs_bulk_delivery_8,phishing,Urgent - Additional Shipping Fee Required for Package DHL-8847291056,0.9983354210853577,phishing
