id,label,subject,score,prediction
zs_bulk_account_suspension_1,phishing,Urgent: Your Wells Fargo Account Suspended - Verify Now!,0.9999655485153198,phishing
zs_bulk_account_suspension_5,phishing,Urgent: Account Activity Alert - Your Wells Fargo Account Has Been Suspended,0.999811589717865,phishing
zs_bulk_account_suspension_8,phishing,Urgent: Your Wells Fargo Account Temporarily Suspended,0.9998602867126465,phishing
zs_bulk_password_reset_6,phishing,"Your Email Password Expiration Notice - Take Action by March 18, 2025!",0.9998950958251953,phishing
zs_bulk_password_reset_7,phishing,"Your Email Password Expiration Notification - Action Required by March 18th, 2025",0.9997544884681702,phishing
zs_bulk_prize_1,phishing,You've Won a $500 Amazon Gift Card!,0.9973940849304199,phishing
zs_bulk_prize_2,phishing,You've Won a $500 Amazon Gift Card!,0.9974331259727478,phishing
zs_bulk_prize_3,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9975020289421082,phishing
zs_bulk_prize_4,phishing,You've Won a $500 Amazon Gift Card!,0.9929116368293762,phishing
zs_bulk_prize_5,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9966705441474915,phishing
zs_bulk_prize_6,phishing,Congratulations! You Have Won a $500 Amazon Gift Card!,0.9954125285148621,phishing
zs_bulk_prize_8,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,0.9929256439208984,phishing
zs_bulk_it_department_1,phishing,Your Email Storage is Reaching Critical Levels - Upgrade Now!,0.9985446929931641,phishing
zs_bulk_it_department_2,phishing,Mailbox Alert: Storage Capacity at 97%,0.9985492825508118,phishing
zs_bulk_it_department_4,phishing,Mailbox Storage Alert: Upgrade Required - 97% Capacity Reached!,0.9993032217025757,phishing
zs_bulk_it_department_6,phishing,Urgent: Your Mailbox Storage Capacity Alert,0.9984272718429565,phishing
zs_bulk_it_department_8,phishing,Mailbox Alert: Storage Upgrade Required for meridiancorp.com Account,0.9952763319015503,phishing
zs_bulk_it_department_9,phishing,Mailbox Storage Alert - Urgent Action Required,0.9645653963088989,phishing
zs_bulk_invoice_1,phishing,Your McAfee Total Protection Subscription Renewal - INV-2025-88432,0.999788224697113,phishing
zs_bulk_invoice_2,phishing,Your McAfee Total Protection Subscription Renewal Payment Confirmation,0.9999045133590698,phishing
zs_bulk_invoice_5,phishing,Your McAfee Total Protection Subscription Renewal Payment Confirmation,0.999945878982544,phishing
zs_bulk_invoice_6,phishing,Important: McAfee Total Protection Subscription Renewal Confirmation - INV-2025-88432,0.9998354911804199,phishing
zs_bulk_invoice_7,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,0.9999216794967651,phishing
zs_bulk_invoice_9,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,0.9998838901519775,phishing
zs_bulk_delivery_2,phishing,Urgent: Additional Shipping Fee for Package DHL-8847291056,0.999824583530426,phishing
zs_bulk_delivery_3,phishing,Urgent: Package Delivery Update - Tracking Number DHL-8847291056,0.9986805319786072,phishing
zs_bulk_delivery_5,phishing,Urgent: Additional Shipping Fee Required for DHL Package,0.9855717420578003,phishing
zs_bulk_delivery_7,phishing,Urgent: Additional Shipping Fee for Package DHL-8847291056,0.9990161657333374,phishing
zs_bulk_delivery_9,phishing,Urgent: Additional Shipping Fee Required for Package DHL-8847291056,0.9944726824760437,phishing
zs_bulk_security_alert_2,phishing,Alert: Unauthorized Access to Your Microsoft Account,0.9997715353965759,phishing
zs_bulk_security_alert_3,phishing,Unauthorized access detected on your Microsoft account,0.9997544884681702,phishing
zs_bulk_security_alert_5,phishing,Unusual Activity on Your Microsoft Account,0.9998341798782349,phishing
zs_bulk_security_alert_6,phishing,Urgent: Possible Unauthorized Access to Your Microsoft Account,0.9998376369476318,phishing
zs_bulk_security_alert_7,phishing,Alert: Unauthorized Login Attempt from Microsoft Account,0.9992714524269104,phishing
zs_bulk_security_alert_9,phishing,Unauthorized Access Detected: Microsoft Account Notification,0.99994957447052,phishing
zs_bulk_document_share_0,phishing,Karen Mitchell shared Q1 2025 Budget Review.xlsx with you on OneDrive,0.9997182488441467,phishing
zs_bulk_document_share_1,phishing,Karen Mitchell shared a file with you on OneDrive,0.9923037886619568,phishing
zs_bulk_document_share_5,phishing,Karen Mitchell shared a file with you - Q1 2025 Budget Review.xlsx,0.9982078075408936,phishing
zs_bulk_document_share_6,phishing,Karen Mitchell shared a file with you on OneDrive,0.9992976188659668,phishing
zs_bulk_document_share_9,phishing,Karen Mitchell shared a file with you on OneDrive,0.9998018145561218,phishing
zs_spear_ceo_wire_0,phishing,Quick Favor Needed - Wire Transfer Urgent!,0.906304657459259,phishing
zs_spear_ceo_wire_1,phishing,Quick Favor Needed Sarah - Urgent,0.9910635948181152,phishing
zs_spear_ceo_wire_7,phishing,"Quick Favor Needed, Sarah!",0.4665495753288269,legitimate
zs_spear_ceo_wire_8,phishing,Quick Favor on Urgent Matter - Need Your Help Today,0.9229902625083923,phishing
zs_spear_hr_benefits_1,phishing,Don't Miss Out: Update Your Benefits Enrollment by Oct 5!,0.9962978959083557,phishing
zs_spear_hr_benefits_2,phishing,Important: Update Your Direct Deposit Information for Upcoming Benefit Enrollment,0.986775815486908,phishing
zs_spear_hr_benefits_4,phishing,Update Your Direct Deposit Information for Upcoming Benefits Enrollment,0.9416434168815613,phishing
zs_spear_hr_benefits_5,phishing,Important: Company Benefits Enrollment Period Now Open,0.994057297706604,phishing
zs_spear_hr_benefits_6,phishing,Important: Company Benefits Enrollment - Don't Miss the Deadline!,0.9965227842330933,phishing
zs_spear_hr_benefits_8,phishing,Important: Company Benefits Enrollment Period - Don't Miss the Deadline!,0.991389811038971,phishing
zs_spear_vendor_1,phishing,Important Update on Payment Information for PO-2024-8891,0.999956488609314,phishing
zs_spear_vendor_2,phishing,Important Update: New Bank Information for Payment Records,0.9999178647994995,phishing
zs_spear_vendor_4,phishing,Important Update on Purchase Order PO-2024-8891,0.9999336004257202,phishing
zs_spear_vendor_5,phishing,Important Update on Wire Transfer Information for PO-2024-8891,0.999953031539917,phishing
zs_spear_vendor_7,phishing,Update on Payment Instructions for PO-2024-8891,0.9999722242355347,phishing
zs_spear_vendor_9,phishing,Urgent: Update Payment Records for PO-2024-8891,0.9998623132705688,phishing
zs_spear_linkedin_3,phishing,Senior Cloud Architect Opportunity at Stripe,0.9621426463127136,phishing
zs_spear_linkedin_4,phishing,Exciting Senior Cloud Architect Opportunity at Stripe,0.9974595904350281,phishing
zs_spear_linkedin_6,phishing,Exciting Senior Cloud Architect Opportunity at Stripe!,0.9747813940048218,phishing
